hour,day_of_week,is_weekend,road_type,weather,temperature,precipitation,vehicle_count,free_flow_speed,avg_speed,delay_min,risk_score,congestion_level
18,6,1,Arterial,Clear,22.3,0.0,789,59.3,35.7,6.3,43,MEDIUM
15,0,0,Arterial,Clear,23.4,0.0,989,58.7,29.4,5.4,47,MEDIUM
7,5,1,Urban,Clear,23.7,0.0,196,36.5,34.3,2.6,11,LOW
0,4,0,Urban,Rain,31.7,0.42,169,35.5,29.7,1.2,35,LOW
15,3,0,Arterial,Clear,30.3,0.0,845,60.3,35.8,8.7,66,MEDIUM
8,6,1,Arterial,Clear,26.8,0.0,296,62.4,60.0,1.2,14,LOW
12,4,0,Arterial,Clear,27.2,0.0,506,66.2,56.3,0.5,30,LOW
10,0,0,Highway,Clear,35.7,0.0,2042,95.5,14.6,34.5,96,HIGH
12,2,0,Urban,Rain,19.0,0.83,777,42.7,11.4,18.6,88,HIGH
20,5,1,Urban,Clear,33.5,0.0,260,40.7,38.7,0.0,25,LOW
9,4,0,Arterial,Fog,13.2,0.31,1449,60.5,8.0,33.9,95,HIGH
3,6,1,Highway,Clear,24.0,0.0,301,86.1,81.0,2.4,23,LOW
5,1,0,Highway,Fog,38.6,0.21,332,85.5,63.7,5.8,43,MEDIUM
6,3,0,Highway,Rain,30.1,2.46,562,91.0,71.6,0.4,9,LOW
4,6,1,Urban,Clear,24.7,0.0,195,37.5,36.0,1.9,28,LOW
10,4,0,Highway,Clear,34.4,0.0,2002,89.5,15.0,33.5,72,HIGH
12,3,0,Urban,Clear,32.2,0.0,529,32.5,19.3,7.7,43,MEDIUM
18,5,1,Arterial,Clear,31.9,0.0,1090,61.9,21.1,34.3,96,HIGH
22,1,0,Arterial,Clear,26.6,0.0,245,55.9,54.4,0.1,34,LOW
9,2,0,Arterial,Clear,34.7,0.0,935,54.3,26.4,15.3,92,HIGH
9,6,1,Arterial,Rain,23.5,10.59,460,62.9,47.9,0.2,19,LOW
10,2,0,Arterial,Clear,23.2,0.0,1793,63.9,10.5,14.9,70,HIGH
20,1,0,Urban,Rain,41.1,1.91,1001,39.7,8.0,16.4,85,HIGH
6,3,0,Arterial,Clear,24.5,0.0,154,57.1,53.4,0.8,30,LOW
17,5,1,Arterial,Clear,13.8,0.0,1092,62.9,20.9,22.9,71,HIGH
3,4,0,Arterial,Fog,35.4,0.44,350,56.9,38.7,8.7,60,MEDIUM
1,1,0,Highway,Clear,37.5,0.0,452,89.2,84.5,0.1,36,LOW
13,0,0,Arterial,Clear,26.3,0.0,866,65.4,36.2,7.8,65,MEDIUM
12,3,0,Urban,Rain,13.3,3.78,395,41.1,31.2,2.3,22,LOW
11,2,0,Highway,Fog,27.6,0.06,962,89.8,55.9,5.2,59,MEDIUM
6,6,1,Highway,Clear,42.5,0.0,423,88.6,83.8,0.7,16,LOW
1,1,0,Highway,Clear,29.4,0.0,299,90.2,87.3,0.3,35,LOW
12,2,0,Arterial,Clear,33.4,0.0,524,61.1,51.1,0.7,32,LOW
13,3,0,Highway,Clear,33.8,0.0,1607,84.4,32.2,21.7,82,HIGH
16,2,0,Arterial,Clear,34.8,0.0,615,64.8,49.5,0.8,36,LOW
8,1,0,Highway,Clear,41.0,0.0,1690,87.7,27.6,17.4,72,HIGH
16,3,0,Highway,Clear,35.6,0.0,1311,89.0,50.6,5.8,67,MEDIUM
7,0,0,Arterial,Fog,27.4,0.37,429,63.3,42.4,9.7,49,MEDIUM
1,1,0,Highway,Rain,20.2,2.57,299,89.3,76.1,0.6,35,LOW
23,4,0,Urban,Clear,31.0,0.0,308,42.6,37.7,1.6,10,LOW
12,5,1,Highway,Clear,26.6,0.0,1613,89.8,33.1,21.4,72,HIGH
2,1,0,Arterial,Clear,33.0,0.0,278,60.4,57.7,0.2,28,LOW
15,3,0,Highway,Clear,22.0,0.0,1252,91.1,53.7,7.6,45,MEDIUM
5,6,1,Arterial,Clear,25.9,0.0,296,61.5,57.8,0.5,15,LOW
18,5,1,Urban,Clear,28.1,0.0,649,41.7,21.3,9.4,51,MEDIUM
6,1,0,Urban,Clear,21.4,0.0,252,43.2,41.5,0.0,14,LOW
9,0,0,Highway,Fog,28.3,0.11,1214,95.0,47.6,7.4,62,MEDIUM
8,6,1,Arterial,Rain,33.5,1.2,267,56.8,47.7,1.4,14,LOW
1,0,0,Arterial,Rain,41.4,2.85,291,65.8,53.5,1.2,19,LOW
14,4,0,Highway,Clear,22.9,0.0,1030,81.5,60.2,8.1,57,MEDIUM
4,6,1,Highway,Clear,34.3,0.0,708,86.8,78.3,0.2,36,LOW
21,2,0,Urban,Clear,14.2,0.0,136,39.6,38.3,0.7,16,LOW
3,6,1,Urban,Rain,27.9,3.22,337,36.5,27.2,5.8,64,MEDIUM
19,5,1,Urban,Clear,28.5,0.0,558,40.8,24.3,7.7,65,MEDIUM
3,6,1,Urban,Clear,33.7,0.0,147,42.2,37.9,1.7,9,LOW
17,3,0,Arterial,Clear,24.4,0.0,1427,57.1,8.6,33.2,78,HIGH
3,3,0,Highway,Clear,29.7,0.0,682,92.3,82.6,1.2,21,LOW
16,2,0,Highway,Clear,35.8,0.0,977,94.2,72.1,0.2,28,LOW
11,6,1,Highway,Clear,20.1,0.0,401,80.3,76.9,0.0,37,LOW
21,0,0,Arterial,Clear,14.3,0.0,540,60.7,50.8,1.7,11,LOW
16,0,0,Urban,Clear,35.6,0.0,503,41.1,27.0,8.1,46,MEDIUM
9,1,0,Urban,Clear,21.0,0.0,949,37.2,8.0,12.3,92,HIGH
21,4,0,Urban,Clear,31.2,0.0,153,36.4,33.1,0.8,30,LOW
0,5,1,Urban,Rain,41.7,12.07,107,37.9,29.9,1.4,24,LOW
21,4,0,Urban,Clear,33.9,0.0,177,39.4,37.1,1.1,8,LOW
23,6,1,Highway,Clear,21.2,0.0,352,86.2,79.1,0.6,8,LOW
17,4,0,Urban,Clear,17.8,0.0,968,41.7,8.7,26.3,85,HIGH
17,1,0,Arterial,Storm,22.6,21.29,1333,61.7,8.0,33.6,87,HIGH
13,4,0,Highway,Clear,29.2,0.0,1455,91.9,43.5,30.6,72,HIGH
14,2,0,Urban,Clear,26.3,0.0,480,43.8,30.6,7.5,48,MEDIUM
11,1,0,Urban,Clear,37.5,0.0,519,41.9,29.0,4.1,50,MEDIUM
3,2,0,Highway,Clear,32.7,0.0,821,91.4,74.9,0.0,24,LOW
2,6,1,Highway,Clear,22.9,0.0,382,83.9,78.3,0.3,15,LOW
19,1,0,Arterial,Clear,33.9,0.0,1472,64.6,8.2,32.4,92,HIGH
11,6,1,Arterial,Storm,38.5,4.3,376,65.1,40.1,4.6,55,MEDIUM
6,6,1,Urban,Fog,25.8,0.39,323,39.0,25.2,8.8,50,MEDIUM
10,4,0,Highway,Fog,31.4,0.0,1453,86.0,28.8,20.1,86,HIGH
0,2,0,Highway,Clear,21.9,0.0,418,93.8,87.9,1.6,21,LOW
5,6,1,Highway,Rain,27.0,0.49,626,80.9,63.6,0.4,23,LOW
14,2,0,Highway,Clear,21.8,0.0,1467,92.0,46.1,7.9,58,MEDIUM
14,2,0,Highway,Clear,36.7,0.0,740,97.5,82.9,0.9,36,LOW
18,1,0,Urban,Rain,24.5,0.78,1110,38.9,8.0,19.5,81,HIGH
10,3,0,Arterial,Clear,31.1,0.0,1517,61.0,8.0,18.3,87,HIGH
22,4,0,Arterial,Clear,32.4,0.0,328,60.4,56.7,1.5,23,LOW
1,6,1,Highway,Clear,48.0,0.0,216,95.2,92.2,1.4,28,LOW
13,2,0,Highway,Clear,26.1,0.0,1503,90.5,42.6,34.2,78,HIGH
1,5,1,Urban,Fog,22.6,0.3,99,39.0,29.6,1.4,30,LOW
3,3,0,Arterial,Clear,27.5,0.0,284,53.9,52.7,0.1,35,LOW
16,6,1,Urban,Clear,22.0,0.0,563,40.3,25.9,6.6,60,MEDIUM
2,5,1,Arterial,Clear,24.6,0.0,526,59.7,48.9,0.1,13,LOW
12,4,0,Highway,Rain,33.1,0.76,1260,79.8,41.3,5.8,53,MEDIUM
8,4,0,Arterial,Clear,23.3,0.0,1195,56.0,19.6,13.4,87,HIGH
6,2,0,Highway,Clear,31.9,0.0,560,87.0,79.1,1.5,19,LOW
14,2,0,Urban,Fog,32.2,0.18,686,38.2,15.5,25.4,97,HIGH
22,6,1,Highway,Clear,29.7,0.0,402,89.9,84.5,0.8,27,LOW
10,1,0,Arterial,Clear,32.7,0.0,1386,59.6,8.5,32.8,81,HIGH
19,3,0,Highway,Rain,25.9,0.97,2177,89.7,12.3,18.7,90,HIGH
1,6,1,Arterial,Clear,14.0,0.0,270,69.0,68.2,0.0,26,LOW
14,3,0,Urban,Rain,28.4,1.44,424,38.7,23.7,9.8,44,MEDIUM
13,2,0,Arterial,Clear,28.5,0.0,675,56.5,41.7,5.5,50,MEDIUM
19,4,0,Arterial,Fog,25.4,0.47,1766,66.3,10.0,20.3,87,HIGH
21,2,0,Urban,Fog,32.5,0.5,237,44.4,30.3,9.4,49,MEDIUM
10,4,0,Arterial,Clear,33.4,0.0,1632,55.7,8.0,34.8,79,HIGH
2,6,1,Highway,Clear,29.5,0.0,641,96.1,86.4,0.0,12,LOW
16,4,0,Highway,Storm,28.7,13.57,1208,80.8,33.5,20.9,87,HIGH
11,2,0,Arterial,Clear,36.5,0.0,577,71.5,59.2,0.4,26,LOW
23,0,0,Arterial,Clear,20.5,0.0,387,67.1,56.7,1.3,28,LOW
20,3,0,Highway,Clear,25.7,0.0,2422,92.7,12.0,16.9,95,HIGH
14,5,1,Highway,Rain,35.0,2.97,1935,94.3,14.8,15.6,83,HIGH
15,4,0,Urban,Rain,31.8,4.31,771,41.3,8.6,26.4,86,HIGH
4,4,0,Highway,Clear,26.4,0.0,638,86.7,74.5,0.1,15,LOW
19,0,0,Arterial,Clear,30.7,0.0,1800,64.8,8.0,15.6,80,HIGH
5,6,1,Highway,Rain,24.2,5.17,309,96.8,83.7,1.0,36,LOW
18,6,1,Urban,Rain,29.1,4.7,807,37.8,8.0,22.4,77,HIGH
4,6,1,Highway,Clear,32.8,0.0,279,89.8,83.8,1.4,10,LOW
2,5,1,Arterial,Storm,37.0,2.85,512,55.1,31.2,7.5,66,MEDIUM
0,1,0,Highway,Rain,32.6,1.3,594,89.8,68.3,2.4,23,LOW
5,0,0,Arterial,Clear,37.5,0.0,435,58.9,51.1,1.1,18,LOW
14,5,1,Urban,Rain,17.9,1.47,593,43.8,21.7,34.0,97,HIGH
1,0,0,Arterial,Clear,12.5,0.0,407,66.4,58.0,0.5,20,LOW
2,4,0,Arterial,Clear,12.7,0.0,310,55.7,53.3,1.1,37,LOW
16,3,0,Arterial,Clear,35.8,0.0,679,63.1,47.4,0.7,22,LOW
23,0,0,Highway,Rain,32.2,1.61,379,94.4,77.1,1.1,31,LOW
11,1,0,Urban,Storm,23.0,6.22,436,34.8,18.1,9.5,56,MEDIUM
17,2,0,Highway,Clear,25.3,0.0,1797,94.8,24.6,14.2,92,HIGH
14,5,1,Arterial,Clear,30.4,0.0,834,54.1,36.0,6.4,64,MEDIUM
11,0,0,Highway,Clear,22.9,0.0,1540,87.4,39.6,28.3,97,HIGH
15,0,0,Highway,Rain,22.3,5.41,1319,85.5,43.1,7.3,66,MEDIUM
7,1,0,Highway,Rain,23.4,4.82,401,82.1,65.4,2.0,16,LOW
13,3,0,Arterial,Clear,22.8,0.0,771,64.4,41.2,6.9,61,MEDIUM
16,0,0,Arterial,Clear,28.3,0.0,773,56.2,35.4,8.9,51,MEDIUM
20,0,0,Arterial,Clear,39.6,0.0,1272,58.4,10.1,21.2,85,HIGH
7,3,0,Highway,Clear,21.0,0.0,659,90.0,81.7,1.2,17,LOW
14,1,0,Highway,Clear,27.5,0.0,1327,93.7,53.5,6.5,67,MEDIUM
13,5,1,Urban,Fog,31.2,0.0,433,37.1,21.0,4.6,48,MEDIUM
17,5,1,Urban,Clear,31.7,0.0,549,41.5,25.4,9.1,66,MEDIUM
19,0,0,Highway,Clear,24.5,0.0,1652,88.8,31.7,17.8,95,HIGH
6,3,0,Arterial,Clear,32.3,0.0,322,56.0,53.4,1.1,11,LOW
2,0,0,Arterial,Clear,30.9,0.0,186,64.1,61.3,1.6,13,LOW
11,6,1,Urban,Clear,24.8,0.0,167,46.2,43.3,1.6,12,LOW
20,2,0,Urban,Clear,18.5,0.0,670,40.6,17.6,24.4,70,HIGH
23,5,1,Urban,Clear,20.0,0.0,158,38.2,36.7,2.8,28,LOW
2,6,1,Urban,Rain,33.2,1.23,384,37.8,24.3,9.7,63,MEDIUM
19,4,0,Highway,Clear,38.0,0.0,2268,94.0,13.8,25.3,85,HIGH
13,2,0,Urban,Rain,28.0,3.42,501,40.0,22.8,8.5,66,MEDIUM
14,0,0,Arterial,Clear,37.8,0.0,782,55.8,31.7,5.5,40,MEDIUM
13,1,0,Highway,Clear,27.6,0.0,862,81.5,64.6,1.3,13,LOW
6,5,1,Arterial,Clear,20.0,0.0,210,61.5,60.8,0.4,32,LOW
16,4,0,Urban,Storm,26.5,3.28,508,36.2,16.2,31.2,93,HIGH
11,2,0,Urban,Clear,38.4,0.0,548,38.8,21.5,8.9,44,MEDIUM
19,5,1,Highway,Clear,23.8,0.0,1418,98.1,52.2,4.7,61,MEDIUM
3,3,0,Arterial,Fog,27.0,0.04,197,56.7,43.1,0.8,36,LOW
8,1,0,Urban,Clear,36.3,0.0,758,43.2,11.1,20.1,79,HIGH
5,2,0,Highway,Rain,35.8,6.17,367,84.9,67.5,2.6,32,LOW
15,3,0,Arterial,Clear,30.1,0.0,923,63.5,35.0,9.3,66,MEDIUM
21,6,1,Arterial,Clear,31.7,0.0,396,62.3,53.0,0.8,30,LOW
21,0,0,Arterial,Clear,35.4,0.0,427,62.0,51.3,0.7,22,LOW
20,3,0,Highway,Fog,30.2,0.23,2006,87.0,11.0,15.4,91,HIGH
20,2,0,Arterial,Clear,37.0,0.0,1208,62.5,18.3,19.1,77,HIGH
1,2,0,Urban,Clear,32.7,0.0,142,41.1,40.2,1.0,18,LOW
23,6,1,Arterial,Clear,27.0,0.0,301,67.6,65.3,1.8,9,LOW
7,0,0,Urban,Clear,31.0,0.0,144,38.2,37.0,0.6,19,LOW
10,3,0,Arterial,Rain,25.3,6.78,1292,65.1,8.9,27.0,70,HIGH
12,3,0,Highway,Clear,21.2,0.0,1595,85.5,35.1,16.4,88,HIGH
16,0,0,Arterial,Clear,20.0,0.0,646,59.0,45.6,0.3,25,LOW
7,3,0,Highway,Clear,26.6,0.0,499,86.8,79.8,0.9,14,LOW
20,5,1,Urban,Clear,30.2,0.0,184,38.5,37.3,0.0,25,LOW
17,0,0,Highway,Clear,40.6,0.0,1860,89.2,20.0,15.8,96,HIGH
17,1,0,Arterial,Clear,30.9,0.0,1223,65.8,16.1,22.9,89,HIGH
13,2,0,Arterial,Rain,29.3,6.07,736,61.8,41.8,9.6,62,MEDIUM
14,1,0,Urban,Storm,27.3,24.38,632,43.7,13.0,14.2,74,HIGH
5,5,1,Highway,Clear,25.5,0.0,617,90.1,81.1,0.0,36,LOW
10,6,1,Highway,Rain,28.9,0.17,501,96.4,78.7,2.8,27,LOW
12,5,1,Highway,Clear,26.1,0.0,1714,91.1,28.5,34.7,71,HIGH
0,4,0,Urban,Clear,25.7,0.0,336,37.6,31.1,0.0,8,LOW
5,4,0,Highway,Clear,33.7,0.0,590,95.3,80.7,0.3,27,LOW
8,4,0,Highway,Clear,21.6,0.0,2002,97.4,14.7,22.6,75,HIGH
7,0,0,Highway,Clear,26.3,0.0,332,93.2,88.2,0.0,33,LOW
10,3,0,Arterial,Fog,23.2,0.09,1023,63.3,18.7,19.3,87,HIGH
21,5,1,Highway,Fog,28.8,0.15,492,96.4,68.7,5.9,44,MEDIUM
18,1,0,Highway,Clear,34.0,0.0,1896,88.6,13.7,22.5,96,HIGH
23,6,1,Highway,Clear,30.4,0.0,569,86.4,77.2,0.2,29,LOW
8,1,0,Arterial,Storm,26.5,3.46,1326,61.5,8.0,31.3,70,HIGH
16,1,0,Arterial,Clear,34.6,0.0,705,66.9,51.0,1.4,25,LOW
11,1,0,Arterial,Clear,34.2,0.0,884,61.2,34.3,5.4,53,MEDIUM
13,6,1,Urban,Clear,28.3,0.0,640,41.9,19.4,20.5,85,HIGH
14,4,0,Urban,Clear,39.2,0.0,483,40.2,24.2,5.2,55,MEDIUM
15,1,0,Arterial,Clear,30.9,0.0,673,61.2,45.1,9.3,47,MEDIUM
21,6,1,Urban,Rain,30.7,2.33,379,38.4,25.5,4.9,46,MEDIUM
21,6,1,Arterial,Fog,19.6,0.4,302,62.2,43.4,5.1,53,MEDIUM
19,3,0,Urban,Clear,16.2,0.0,1014,42.6,8.0,27.5,76,HIGH
0,6,1,Arterial,Rain,28.4,10.57,304,54.0,47.2,1.0,27,LOW
9,4,0,Arterial,Clear,35.0,0.0,1374,54.0,8.0,15.0,93,HIGH
7,1,0,Arterial,Clear,30.3,0.0,412,53.0,46.0,1.1,21,LOW
17,6,1,Urban,Rain,34.7,7.71,772,44.4,13.2,16.2,70,HIGH
0,0,0,Highway,Clear,25.1,0.0,674,85.4,75.9,1.4,16,LOW
1,6,1,Highway,Clear,28.6,0.0,621,91.8,83.8,1.2,28,LOW
0,2,0,Arterial,Clear,28.1,0.0,181,67.1,62.3,0.5,33,LOW
0,2,0,Highway,Storm,15.4,8.11,478,91.7,56.1,6.5,53,MEDIUM
8,2,0,Arterial,Rain,40.5,3.54,1179,62.1,15.9,18.0,83,HIGH
12,6,1,Highway,Rain,36.4,0.92,1172,85.8,54.5,6.7,63,MEDIUM
0,4,0,Highway,Clear,34.5,0.0,654,91.7,82.7,1.0,25,LOW
12,1,0,Urban,Rain,37.0,1.81,469,37.0,23.3,4.1,55,MEDIUM
19,5,1,Arterial,Clear,24.7,0.0,846,52.4,30.8,8.2,67,MEDIUM
21,5,1,Arterial,Storm,33.6,22.49,613,60.2,28.7,18.1,80,HIGH
6,5,1,Highway,Clear,24.7,0.0,561,91.6,82.0,2.2,10,LOW
1,4,0,Highway,Clear,29.0,0.0,305,87.4,82.9,1.2,14,LOW
5,3,0,Urban,Clear,15.8,0.0,316,37.8,32.7,1.0,28,LOW
6,0,0,Urban,Rain,27.0,0.1,201,39.4,31.8,0.6,17,LOW
13,0,0,Arterial,Rain,17.3,2.66,758,57.1,37.5,4.7,49,MEDIUM
17,2,0,Urban,Clear,19.2,0.0,784,42.2,11.7,16.9,92,HIGH
14,2,0,Urban,Clear,27.6,0.0,590,41.3,21.8,6.7,58,MEDIUM
1,6,1,Urban,Rain,23.0,7.22,298,44.9,32.9,4.1,50,MEDIUM
9,5,1,Arterial,Clear,30.4,0.0,308,58.6,55.2,0.0,23,LOW
22,6,1,Highway,Rain,39.7,0.46,813,90.3,67.0,4.2,42,MEDIUM
11,5,1,Arterial,Fog,23.6,0.49,407,60.7,39.6,4.7,40,MEDIUM
16,2,0,Arterial,Clear,26.1,0.0,902,58.5,35.6,7.5,65,MEDIUM
7,1,0,Highway,Clear,32.7,0.0,474,80.1,71.0,0.6,10,LOW
10,3,0,Urban,Clear,23.3,0.0,1018,41.3,8.0,22.8,95,HIGH
2,6,1,Highway,Clear,23.0,0.0,307,101.7,98.3,1.7,11,LOW
5,3,0,Arterial,Clear,24.9,0.0,234,64.0,63.8,0.4,35,LOW
8,3,0,Highway,Rain,34.2,0.04,1613,99.8,33.6,19.0,94,HIGH
5,3,0,Arterial,Clear,15.6,0.0,231,63.6,60.1,1.7,22,LOW
8,2,0,Highway,Clear,22.1,0.0,1428,89.2,44.3,21.9,72,HIGH
6,0,0,Urban,Clear,38.7,0.0,176,41.8,37.2,0.3,31,LOW
8,2,0,Arterial,Clear,10.0,0.0,1297,64.3,10.5,12.0,90,HIGH
17,3,0,Urban,Fog,27.1,0.44,906,35.2,8.0,34.0,79,HIGH
11,2,0,Urban,Clear,38.7,0.0,505,41.3,27.4,7.9,55,MEDIUM
7,3,0,Arterial,Clear,41.4,0.0,244,59.6,56.9,0.6,12,LOW
7,4,0,Urban,Fog,33.6,0.18,201,44.4,32.2,4.1,58,MEDIUM
17,5,1,Highway,Clear,36.2,0.0,1196,91.9,62.6,5.1,47,MEDIUM
19,0,0,Highway,Clear,21.4,0.0,2094,77.7,13.5,15.3,83,HIGH
14,4,0,Highway,Clear,21.9,0.0,1014,92.2,69.5,0.0,21,LOW
6,1,0,Highway,Rain,40.0,0.5,312,79.7,67.3,1.6,13,LOW
10,2,0,Urban,Clear,26.2,0.0,819,43.8,12.1,19.0,88,HIGH
19,1,0,Highway,Fog,14.9,0.08,2601,86.2,12.4,15.6,88,HIGH
15,6,1,Arterial,Rain,30.9,4.23,857,55.5,31.5,8.7,44,MEDIUM
3,2,0,Arterial,Clear,26.7,0.0,335,56.9,50.7,0.6,26,LOW
5,5,1,Arterial,Clear,28.6,0.0,350,56.4,52.4,1.2,29,LOW
21,4,0,Arterial,Clear,11.3,0.0,393,59.4,51.8,2.8,26,LOW
2,5,1,Urban,Clear,10.0,0.0,314,37.4,31.9,0.0,28,LOW
8,6,1,Highway,Rain,30.1,7.16,377,88.5,74.5,1.8,29,LOW
9,3,0,Highway,Clear,25.9,0.0,2548,82.3,13.4,26.1,97,HIGH
13,5,1,Arterial,Clear,24.8,0.0,679,59.0,37.9,9.7,67,MEDIUM
10,5,1,Arterial,Rain,30.7,3.59,310,65.7,55.1,2.0,15,LOW
17,3,0,Arterial,Clear,22.5,0.0,1754,58.2,8.0,26.3,87,HIGH
21,2,0,Urban,Clear,26.1,0.0,328,41.9,35.5,2.1,24,LOW
11,3,0,Arterial,Clear,24.9,0.0,752,55.0,38.1,9.2,57,MEDIUM
22,4,0,Arterial,Clear,34.2,0.0,316,62.3,58.4,0.6,30,LOW
11,5,1,Highway,Fog,14.8,0.46,333,95.7,74.5,0.2,11,LOW
12,3,0,Arterial,Clear,23.5,0.0,743,65.7,49.5,0.3,36,LOW
12,6,1,Arterial,Clear,35.6,0.0,748,60.8,40.6,9.6,43,MEDIUM
18,6,1,Highway,Clear,22.1,0.0,1279,93.4,55.7,9.3,54,MEDIUM
18,5,1,Highway,Clear,28.8,0.0,1273,83.6,47.7,6.7,42,MEDIUM
22,4,0,Urban,Clear,39.7,0.0,195,38.8,38.0,0.0,16,LOW
13,1,0,Arterial,Clear,29.1,0.0,670,56.8,42.6,8.5,54,MEDIUM
3,4,0,Highway,Fog,43.0,0.42,556,91.6,63.3,7.3,62,MEDIUM
12,0,0,Arterial,Rain,37.8,0.03,984,57.9,23.0,17.4,81,HIGH
7,0,0,Highway,Clear,23.4,0.0,564,93.4,86.4,2.2,18,LOW
22,0,0,Urban,Clear,19.2,0.0,340,47.4,38.2,2.1,28,LOW
20,5,1,Highway,Clear,23.8,0.0,267,93.1,92.9,0.1,13,LOW
22,6,1,Arterial,Clear,30.7,0.0,249,65.6,61.3,1.1,32,LOW
18,2,0,Arterial,Clear,30.4,0.0,1121,55.3,18.6,32.8,94,HIGH
11,6,1,Urban,Clear,32.7,0.0,250,39.7,36.3,0.5,18,LOW
17,2,0,Highway,Clear,21.5,0.0,1858,91.1,16.2,30.9,72,HIGH
5,2,0,Arterial,Clear,22.6,0.0,216,60.3,58.5,0.2,33,LOW
17,6,1,Arterial,Rain,31.9,3.87,1100,67.4,21.4,14.8,83,HIGH
18,5,1,Arterial,Clear,41.9,0.0,939,57.0,30.7,8.6,59,MEDIUM
21,4,0,Arterial,Rain,20.3,1.27,391,61.3,48.3,2.7,33,LOW
4,2,0,Arterial,Clear,27.5,0.0,438,50.3,41.5,1.2,37,LOW
23,1,0,Urban,Clear,25.5,0.0,272,41.3,34.6,0.7,37,LOW
8,6,1,Highway,Rain,29.0,2.12,784,92.5,66.6,8.6,47,MEDIUM
2,6,1,Highway,Clear,19.6,0.0,347,89.7,85.3,1.4,30,LOW
9,0,0,Urban,Fog,28.6,0.05,823,41.2,8.4,20.5,70,HIGH
18,4,0,Highway,Clear,36.5,0.0,2558,87.2,13.1,26.9,79,HIGH
2,0,0,Urban,Clear,16.6,0.0,142,36.3,34.5,0.0,8,LOW
21,6,1,Arterial,Clear,35.0,0.0,391,56.0,46.5,1.8,15,LOW
14,6,1,Arterial,Clear,19.6,0.0,890,56.6,33.3,4.6,54,MEDIUM
0,2,0,Highway,Rain,29.8,1.16,454,83.5,70.4,2.3,11,LOW
6,4,0,Highway,Rain,31.4,3.51,552,83.3,67.9,2.4,11,LOW
11,3,0,Arterial,Rain,30.6,0.86,781,56.7,34.2,5.4,66,MEDIUM
16,1,0,Urban,Clear,25.7,0.0,598,38.9,22.9,5.9,64,MEDIUM
20,2,0,Urban,Clear,32.6,0.0,932,40.4,8.0,30.4,90,HIGH
23,6,1,Highway,Clear,19.2,0.0,830,83.9,69.7,1.0,26,LOW
19,2,0,Highway,Clear,34.4,0.0,1432,85.3,44.6,8.9,50,MEDIUM
4,1,0,Highway,Storm,24.7,12.43,675,86.9,50.9,9.9,52,MEDIUM
3,6,1,Urban,Clear,30.3,0.0,339,41.3,35.5,1.4,32,LOW
11,1,0,Highway,Clear,25.5,0.0,1098,84.0,56.2,5.5,50,MEDIUM
19,3,0,Highway,Clear,38.7,0.0,1439,87.4,43.3,29.9,82,HIGH
23,2,0,Highway,Rain,31.1,8.98,349,94.9,80.8,1.5,15,LOW
17,5,1,Highway,Fog,32.6,0.0,1594,86.0,25.2,23.6,85,HIGH
16,2,0,Urban,Clear,33.5,0.0,654,36.3,15.7,14.9,81,HIGH
18,0,0,Arterial,Clear,26.3,0.0,1481,59.7,10.4,27.8,86,HIGH
8,4,0,Highway,Clear,30.0,0.0,2363,85.8,10.2,16.6,90,HIGH
3,4,0,Highway,Clear,29.2,0.0,553,76.2,69.1,0.4,31,LOW
20,0,0,Highway,Storm,32.5,17.41,2067,91.0,8.0,31.0,81,HIGH
1,6,1,Highway,Clear,24.9,0.0,334,94.4,93.9,0.0,31,LOW
3,4,0,Highway,Clear,23.1,0.0,563,89.9,80.4,1.3,23,LOW
1,1,0,Arterial,Clear,36.3,0.0,200,64.2,58.2,0.0,31,LOW
14,4,0,Highway,Clear,33.5,0.0,1517,93.2,43.5,33.7,94,HIGH
1,4,0,Highway,Rain,22.1,3.59,790,85.7,60.2,6.2,53,MEDIUM
3,0,0,Arterial,Clear,41.3,0.0,296,68.2,63.6,2.1,33,LOW
5,6,1,Urban,Clear,24.0,0.0,186,41.0,35.9,0.0,37,LOW
6,3,0,Arterial,Storm,28.8,2.48,461,61.7,37.4,9.5,47,MEDIUM
9,4,0,Arterial,Clear,36.2,0.0,949,56.0,28.8,4.3,67,MEDIUM
18,5,1,Arterial,Rain,36.1,5.47,738,53.8,33.4,5.9,67,MEDIUM
18,4,0,Arterial,Clear,23.1,0.0,1800,55.7,11.2,23.8,95,HIGH
21,3,0,Highway,Clear,31.6,0.0,424,94.6,88.6,0.8,31,LOW
11,0,0,Urban,Clear,25.8,0.0,454,45.1,30.4,5.2,63,MEDIUM
2,3,0,Highway,Clear,30.9,0.0,694,91.4,78.4,1.3,32,LOW
12,0,0,Arterial,Clear,27.1,0.0,902,60.4,35.4,9.5,46,MEDIUM
17,1,0,Urban,Clear,25.2,0.0,1017,42.9,8.0,24.7,70,HIGH
7,0,0,Arterial,Clear,21.3,0.0,467,65.5,54.6,1.0,29,LOW
20,1,0,Urban,Clear,36.3,0.0,654,35.6,13.2,31.6,77,HIGH
14,1,0,Arterial,Clear,22.8,0.0,934,66.5,36.7,4.7,45,MEDIUM
0,0,0,Urban,Fog,38.3,0.11,131,38.9,31.3,0.5,31,LOW
2,5,1,Urban,Clear,25.9,0.0,328,43.3,35.6,0.4,18,LOW
7,2,0,Urban,Clear,31.4,0.0,240,36.8,33.4,0.4,18,LOW
